Options: Namespace(adapt_features=True, batch_normalisation='basic', batch_size=4, blur_heuristic=True, checkpoint_dir='./checkpoint/blur_heuristic', classifier='versa', clip_length=8, context_shot=5, context_video_type='clean', data_path='../dataset/orbit_benchmark_224', epochs=5, feature_adaptation_method='generate', feature_extractor='efficientnetb0', frame_size=224, from_checkpoint=False, gpu=0, learn_extractor=False, learning_rate=0.0001, log_dir='./logs/blur_heuristic', mode='train_test', model_path=None, no_preload_clips=False, num_lite_samples=4, preload_clips=True, pretrained_extractor_path='features/pretrained/efficientnetb0_imagenet_224.pth', print_by_step=True, subsample_factor=1, target_shot=2, target_video_type='clutter', tasks_per_batch=16, test_context_num_clips=8, test_context_shot_method='max', test_set='test', test_target_num_clips='max', test_target_shot_method='max', test_tasks_per_user=5, test_way_method='max', train_context_num_clips=4, train_context_shot_method='random', train_object_cap=15, train_target_num_clips=4, train_target_shot_method='random', train_task_type='user_centric', train_tasks_per_user=50, train_way_method='random', use_two_gpus=False, validation_on_epoch=5, with_lite=True, with_train_shot_caps=False)

Checkpoint Directory: ./checkpoint/blur_heuristic/2021-11-08-04-11-54

epoch [1/5][1/2200], train loss: 27.4966736, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][838/2200], train loss: 10.0276976, frame_acc: 100.00, time/task: 0m05s
epoch [2/5][839/2200], train loss: 6.5034771, frame_acc: 100.00, time/task: 0m09s
epoch [2/5][840/2200], train loss: 0.2293090, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][841/2200], train loss: 0.5138906, frame_acc: 100.00, time/task: 0m08s
epoch [2/5][842/2200], train loss: 3.0030589, frame_acc: 75.00, time/task: 0m12s
epoch [2/5][843/2200], train loss: 8.0492611, frame_acc: 75.00, time/task: 0m11s
epoch [2/5][844/2200], train loss: 0.0022327, frame_acc: 100.00, time/task: 0m05s
epoch [2/5][845/2200], train loss: 15.5646601, frame_acc: 75.00, time/task: 0m09s
epoch [2/5][846/2200], train loss: 0.3294401, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][847/2200], train loss: 0.0486722, frame_acc: 100.00, time/task: 0m08s
epoch [2/5][848/2200], train loss: 0.0005469, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][849/2200], train loss: 12.9979630, frame_acc: 25.00, time/task: 0m05s
epoch [2/5][850/2200], train loss: 1.8073223, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][851/2200], train loss: 0.7349747, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][852/2200], train loss: 0.5120095, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][853/2200], train loss: 5.2515664, frame_acc: 75.00, time/task: 0m02s
epoch [2/5][854/2200], train loss: 12.0833435, frame_acc: 100.00, time/task: 0m06s
epoch [2/5][855/2200], train loss: 0.0103375, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][856/2200], train loss: 3.0832515, frame_acc: 75.00, time/task: 0m03s
epoch [2/5][857/2200], train loss: 0.0019829, frame_acc: 100.00, time/task: 0m09s
epoch [2/5][858/2200], train loss: 1.0312731, frame_acc: 100.00, time/task: 0m06s
epoch [2/5][859/2200], train loss: 4.8604288, frame_acc: 75.00, time/task: 0m03s
epoch [2/5][860/2200], train loss: 10.7190886, frame_acc: 75.00, time/task: 0m04s
epoch [2/5][861/2200], train loss: 0.0012555, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][862/2200], train loss: 0.0004894, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][863/2200], train loss: 0.0005181, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][864/2200], train loss: 0.0133118, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][865/2200], train loss: 0.0393749, frame_acc: 100.00, time/task: 0m07s
epoch [2/5][866/2200], train loss: 0.0004944, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][867/2200], train loss: 0.0010229, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][868/2200], train loss: 0.0025884, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][869/2200], train loss: 0.0008335, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][870/2200], train loss: 0.2437158, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][871/2200], train loss: 0.0004922, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][872/2200], train loss: 0.2224953, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][873/2200], train loss: 0.0046444, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][874/2200], train loss: 0.0094428, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][875/2200], train loss: 0.0318790, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][876/2200], train loss: 1.4392430, frame_acc: 100.00, time/task: 0m06s
epoch [2/5][877/2200], train loss: 3.9448183, frame_acc: 25.00, time/task: 0m03s
epoch [2/5][878/2200], train loss: 1.6451074, frame_acc: 75.00, time/task: 0m03s
epoch [2/5][879/2200], train loss: 0.1951727, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][880/2200], train loss: 1.3107209, frame_acc: 25.00, time/task: 0m01s
epoch [2/5][881/2200], train loss: 0.0015831, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][882/2200], train loss: 3.6762395, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][883/2200], train loss: 0.3394517, frame_acc: 75.00, time/task: 0m01s
epoch [2/5][884/2200], train loss: 0.0010473, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][885/2200], train loss: 0.6127801, frame_acc: 75.00, time/task: 0m02s
epoch [2/5][886/2200], train loss: 0.0009894, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][887/2200], train loss: 0.0021848, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][888/2200], train loss: 0.0007421, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][889/2200], train loss: 0.7318999, frame_acc: 75.00, time/task: 0m02s
epoch [2/5][890/2200], train loss: 0.0046459, frame_acc: 100.00, time/task: 0m21s
epoch [2/5][891/2200], train loss: 0.0236149, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][892/2200], train loss: 5.4855957, frame_acc: 75.00, time/task: 0m12s
epoch [2/5][893/2200], train loss: 0.3208075, frame_acc: 75.00, time/task: 0m03s
epoch [2/5][894/2200], train loss: 10.1398792, frame_acc: 75.00, time/task: 0m04s
epoch [2/5][895/2200], train loss: 0.0347685, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][896/2200], train loss: 0.0010101, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][897/2200], train loss: 1.7307954, frame_acc: 75.00, time/task: 0m04s
epoch [2/5][898/2200], train loss: 0.4539678, frame_acc: 100.00, time/task: 0m10s
epoch [2/5][899/2200], train loss: 0.0016948, frame_acc: 100.00, time/task: 0m06s
epoch [2/5][900/2200], train loss: 5.7226481, frame_acc: 75.00, time/task: 0m05s
epoch [2/5][901/2200], train loss: 3.8848908, frame_acc: 100.00, time/task: 0m05s
epoch [2/5][902/2200], train loss: 0.0743628, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][903/2200], train loss: 0.6396293, frame_acc: 75.00, time/task: 0m03s
epoch [2/5][904/2200], train loss: 0.5451072, frame_acc: 100.00, time/task: 0m06s
epoch [2/5][905/2200], train loss: 0.6982003, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][906/2200], train loss: 0.2191868, frame_acc: 100.00, time/task: 0m06s
epoch [2/5][907/2200], train loss: 6.2131662, frame_acc: 50.00, time/task: 0m02s
epoch [2/5][908/2200], train loss: 1.2129184, frame_acc: 25.00, time/task: 0m01s
epoch [2/5][909/2200], train loss: 6.8062649, frame_acc: 75.00, time/task: 0m11s
epoch [2/5][910/2200], train loss: 1.3877039, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][911/2200], train loss: 5.1177750, frame_acc: 50.00, time/task: 0m03s
epoch [2/5][912/2200], train loss: 2.2326553, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][913/2200], train loss: 2.5354338, frame_acc: 100.00, time/task: 0m10s
epoch [2/5][914/2200], train loss: 0.0005609, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][915/2200], train loss: 4.5342875, frame_acc: 75.00, time/task: 0m09s
epoch [2/5][916/2200], train loss: 1.5339314, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][917/2200], train loss: 0.0049086, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][918/2200], train loss: 0.0144020, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][919/2200], train loss: 0.0007489, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][920/2200], train loss: 5.4826536, frame_acc: 75.00, time/task: 0m03s
epoch [2/5][921/2200], train loss: 1.5547485, frame_acc: 100.00, time/task: 0m07s
epoch [2/5][922/2200], train loss: 0.0205597, frame_acc: 100.00, time/task: 0m07s
epoch [2/5][923/2200], train loss: 0.0009984, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][924/2200], train loss: 4.4196653, frame_acc: 50.00, time/task: 0m03s
epoch [2/5][925/2200], train loss: 0.0039994, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][926/2200], train loss: 0.0029132, frame_acc: 100.00, time/task: 0m05s
epoch [2/5][927/2200], train loss: 0.0005048, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][928/2200], train loss: 2.8579736, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][929/2200], train loss: 0.0020983, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][930/2200], train loss: 0.0010029, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][931/2200], train loss: 0.0100248, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][932/2200], train loss: 0.0114246, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][933/2200], train loss: 1.0370644, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][934/2200], train loss: 0.1063737, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][935/2200], train loss: 0.0012590, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][936/2200], train loss: 5.6969886, frame_acc: 75.00, time/task: 0m04s
epoch [2/5][937/2200], train loss: 0.9910944, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][938/2200], train loss: 0.5308450, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][939/2200], train loss: 0.6504001, frame_acc: 75.00, time/task: 0m01s
epoch [2/5][940/2200], train loss: 25.9379349, frame_acc: 100.00, time/task: 0m11s
epoch [2/5][941/2200], train loss: 0.9262171, frame_acc: 75.00, time/task: 0m04s
epoch [2/5][942/2200], train loss: 0.0007519, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][943/2200], train loss: 0.0077794, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][944/2200], train loss: 7.7577782, frame_acc: 75.00, time/task: 0m04s
epoch [2/5][945/2200], train loss: 4.1475120, frame_acc: 100.00, time/task: 0m11s
epoch [2/5][946/2200], train loss: 10.9800262, frame_acc: 75.00, time/task: 0m06s
epoch [2/5][947/2200], train loss: 2.2550910, frame_acc: 75.00, time/task: 0m03s
epoch [2/5][948/2200], train loss: 0.1503922, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][949/2200], train loss: 4.8540740, frame_acc: 50.00, time/task: 0m08s
epoch [2/5][950/2200], train loss: 1.1430193, frame_acc: 100.00, time/task: 0m08s
epoch [2/5][951/2200], train loss: 0.0012591, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][952/2200], train loss: 1.5110351, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][953/2200], train loss: 0.0005037, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][954/2200], train loss: 0.0140254, frame_acc: 100.00, time/task: 0m05s
epoch [2/5][955/2200], train loss: 0.0147090, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][956/2200], train loss: 3.0014479, frame_acc: 100.00, time/task: 0m07s
epoch [2/5][957/2200], train loss: 2.9713676, frame_acc: 100.00, time/task: 0m08s
epoch [2/5][958/2200], train loss: 0.0324507, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][959/2200], train loss: 0.5694735, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][960/2200], train loss: 0.0007555, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][961/2200], train loss: 0.0007593, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][962/2200], train loss: 2.6630063, frame_acc: 50.00, time/task: 0m07s
epoch [2/5][963/2200], train loss: 2.6452174, frame_acc: 75.00, time/task: 0m03s
epoch [2/5][964/2200], train loss: 16.4772720, frame_acc: 100.00, time/task: 0m21s
epoch [2/5][965/2200], train loss: 0.0308302, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][966/2200], train loss: 0.0007606, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][967/2200], train loss: 0.0246009, frame_acc: 100.00, time/task: 0m09s
epoch [2/5][968/2200], train loss: 1.1513969, frame_acc: 100.00, time/task: 0m11s
epoch [2/5][969/2200], train loss: 0.1297054, frame_acc: 100.00, time/task: 0m06s
epoch [2/5][970/2200], train loss: 0.0046230, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][971/2200], train loss: 0.0019383, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][972/2200], train loss: 17.2092228, frame_acc: 75.00, time/task: 0m19s
epoch [2/5][973/2200], train loss: 0.1314915, frame_acc: 100.00, time/task: 0m09s
epoch [2/5][974/2200], train loss: 0.0279880, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][975/2200], train loss: 0.5971352, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][976/2200], train loss: 2.5407677, frame_acc: 75.00, time/task: 0m08s
epoch [2/5][977/2200], train loss: 0.5090801, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][978/2200], train loss: 3.6050057, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][979/2200], train loss: 1.6730253, frame_acc: 50.00, time/task: 0m03s
epoch [2/5][980/2200], train loss: 0.0010309, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][981/2200], train loss: 1.3529392, frame_acc: 100.00, time/task: 0m18s
epoch [2/5][982/2200], train loss: 0.0009975, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][983/2200], train loss: 0.0007870, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][984/2200], train loss: 0.2573863, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][985/2200], train loss: 0.0225368, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][986/2200], train loss: 16.7188854, frame_acc: 50.00, time/task: 0m04s
epoch [2/5][987/2200], train loss: 0.1829272, frame_acc: 75.00, time/task: 0m01s
epoch [2/5][988/2200], train loss: 0.0202934, frame_acc: 100.00, time/task: 0m05s
epoch [2/5][989/2200], train loss: 0.1819621, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][990/2200], train loss: 2.2504587, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][991/2200], train loss: 0.6125630, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][992/2200], train loss: 0.0005451, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][993/2200], train loss: 0.0006350, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][994/2200], train loss: 0.0010230, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][995/2200], train loss: 0.0008009, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][996/2200], train loss: 1.0926521, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][997/2200], train loss: 0.1432496, frame_acc: 100.00, time/task: 0m09s
epoch [2/5][998/2200], train loss: 0.0008648, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][999/2200], train loss: 1.4843988, frame_acc: 100.00, time/task: 0m11s
epoch [2/5][1000/2200], train loss: 3.6718011, frame_acc: 75.00, time/task: 0m07s
epoch [2/5][1001/2200], train loss: 0.0011831, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1002/2200], train loss: 1.0042958, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][1003/2200], train loss: 0.0125212, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][1004/2200], train loss: 0.0018180, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][1005/2200], train loss: 0.0010230, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1006/2200], train loss: 1.0232036, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][1007/2200], train loss: 1.3669175, frame_acc: 75.00, time/task: 0m03s
epoch [2/5][1008/2200], train loss: 0.0012852, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][1009/2200], train loss: 0.0094413, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1010/2200], train loss: 0.0788569, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1011/2200], train loss: 5.4244795, frame_acc: 50.00, time/task: 0m04s
epoch [2/5][1012/2200], train loss: 0.0266966, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][1013/2200], train loss: 0.0105374, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1014/2200], train loss: 0.3705322, frame_acc: 75.00, time/task: 0m03s
epoch [2/5][1015/2200], train loss: 0.0119044, frame_acc: 100.00, time/task: 0m08s
epoch [2/5][1016/2200], train loss: 3.8690760, frame_acc: 75.00, time/task: 0m13s
epoch [2/5][1017/2200], train loss: 3.4133580, frame_acc: 100.00, time/task: 0m12s
epoch [2/5][1018/2200], train loss: 0.0007708, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1019/2200], train loss: 0.1678553, frame_acc: 75.00, time/task: 0m02s
epoch [2/5][1020/2200], train loss: 0.0030221, frame_acc: 100.00, time/task: 0m07s
epoch [2/5][1021/2200], train loss: 4.1091914, frame_acc: 100.00, time/task: 0m06s
epoch [2/5][1022/2200], train loss: 0.0065943, frame_acc: 100.00, time/task: 0m05s
epoch [2/5][1023/2200], train loss: 0.4008520, frame_acc: 75.00, time/task: 0m02s
epoch [2/5][1024/2200], train loss: 2.5525541, frame_acc: 100.00, time/task: 0m08s
epoch [2/5][1025/2200], train loss: 5.7612119, frame_acc: 100.00, time/task: 0m12s
epoch [2/5][1026/2200], train loss: 0.0005163, frame_acc: 100.00, time/task: 0m00s
epoch [2/5][1027/2200], train loss: 2.7462943, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][1028/2200], train loss: 0.0182446, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1029/2200], train loss: 19.1156158, frame_acc: 25.00, time/task: 0m07s
epoch [2/5][1030/2200], train loss: 1.6877787, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1031/2200], train loss: 0.0278148, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1032/2200], train loss: 0.0005162, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1033/2200], train loss: 0.2959591, frame_acc: 100.00, time/task: 0m08s
epoch [2/5][1034/2200], train loss: 0.0111533, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1035/2200], train loss: 0.0005230, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1036/2200], train loss: 0.1227099, frame_acc: 100.00, time/task: 0m07s
epoch [2/5][1037/2200], train loss: 28.5692825, frame_acc: 75.00, time/task: 0m37s
epoch [2/5][1038/2200], train loss: 0.0012920, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1039/2200], train loss: 0.0165431, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1040/2200], train loss: 0.0005349, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1041/2200], train loss: 0.0343773, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1042/2200], train loss: 1.3958650, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1043/2200], train loss: 1.1872034, frame_acc: 100.00, time/task: 0m10s
epoch [2/5][1044/2200], train loss: 0.0029694, frame_acc: 100.00, time/task: 0m07s
epoch [2/5][1045/2200], train loss: 0.0010394, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1046/2200], train loss: 0.8311350, frame_acc: 100.00, time/task: 0m06s
epoch [2/5][1047/2200], train loss: 4.0293331, frame_acc: 100.00, time/task: 0m08s
epoch [2/5][1048/2200], train loss: 0.0005197, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1049/2200], train loss: 4.6643820, frame_acc: 100.00, time/task: 0m08s
epoch [2/5][1050/2200], train loss: 0.0007795, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1051/2200], train loss: 0.0602116, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1052/2200], train loss: 0.7688429, frame_acc: 100.00, time/task: 0m08s
epoch [2/5][1053/2200], train loss: 0.3787852, frame_acc: 100.00, time/task: 0m11s
epoch [2/5][1054/2200], train loss: 1.5180058, frame_acc: 75.00, time/task: 0m09s
epoch [2/5][1055/2200], train loss: 1.2895212, frame_acc: 100.00, time/task: 0m07s
epoch [2/5][1056/2200], train loss: 0.0025251, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][1057/2200], train loss: 0.0036107, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1058/2200], train loss: 0.8686250, frame_acc: 75.00, time/task: 0m06s
epoch [2/5][1059/2200], train loss: 0.6798212, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][1060/2200], train loss: 0.5978347, frame_acc: 75.00, time/task: 0m02s
epoch [2/5][1061/2200], train loss: 0.8523317, frame_acc: 100.00, time/task: 0m05s
epoch [2/5][1062/2200], train loss: 0.6903687, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1063/2200], train loss: 0.0007844, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1064/2200], train loss: 1.3067056, frame_acc: 100.00, time/task: 0m07s
epoch [2/5][1065/2200], train loss: 3.6476078, frame_acc: 50.00, time/task: 0m02s
epoch [2/5][1066/2200], train loss: 0.0007844, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1067/2200], train loss: 0.0013074, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][1068/2200], train loss: 0.0005529, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1069/2200], train loss: 0.0500109, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1070/2200], train loss: 0.0031941, frame_acc: 100.00, time/task: 0m08s
epoch [2/5][1071/2200], train loss: 0.0438159, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][1072/2200], train loss: 4.3920436, frame_acc: 100.00, time/task: 0m05s
epoch [2/5][1073/2200], train loss: 0.0017778, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1074/2200], train loss: 0.9973820, frame_acc: 75.00, time/task: 0m02s
epoch [2/5][1075/2200], train loss: 0.3632951, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][1076/2200], train loss: 0.0007891, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1077/2200], train loss: 0.3433796, frame_acc: 75.00, time/task: 0m01s
epoch [2/5][1078/2200], train loss: 0.2091956, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][1079/2200], train loss: 0.0635389, frame_acc: 100.00, time/task: 0m08s
epoch [2/5][1080/2200], train loss: 0.0014444, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][1081/2200], train loss: 0.0039424, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1082/2200], train loss: 0.7934670, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][1083/2200], train loss: 0.9376948, frame_acc: 75.00, time/task: 0m02s
epoch [2/5][1084/2200], train loss: 3.0903614, frame_acc: 100.00, time/task: 0m08s
epoch [2/5][1085/2200], train loss: 0.0209143, frame_acc: 100.00, time/task: 0m08s
epoch [2/5][1086/2200], train loss: 0.0005261, frame_acc: 100.00, time/task: 0m00s
epoch [2/5][1087/2200], train loss: 0.0005261, frame_acc: 100.00, time/task: 0m00s
epoch [2/5][1088/2200], train loss: 1.2893645, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][1089/2200], train loss: 16.3766098, frame_acc: 50.00, time/task: 0m06s
epoch [2/5][1090/2200], train loss: 0.5971356, frame_acc: 100.00, time/task: 0m09s
epoch [2/5][1091/2200], train loss: 0.0770017, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1092/2200], train loss: 0.0042778, frame_acc: 100.00, time/task: 0m05s
epoch [2/5][1093/2200], train loss: 0.7083064, frame_acc: 100.00, time/task: 0m05s
epoch [2/5][1094/2200], train loss: 2.4450448, frame_acc: 100.00, time/task: 0m17s
epoch [2/5][1095/2200], train loss: 1.3619739, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][1096/2200], train loss: 0.3663145, frame_acc: 100.00, time/task: 0m04s
epoch [2/5][1097/2200], train loss: 0.0602332, frame_acc: 75.00, time/task: 0m00s
epoch [2/5][1098/2200], train loss: 0.0007935, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1099/2200], train loss: 0.1211693, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][1100/2200], train loss: 0.0010500, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][1101/2200], train loss: 0.0010588, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1102/2200], train loss: 3.4354057, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1103/2200], train loss: 0.0013253, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1104/2200], train loss: 1.3250707, frame_acc: 75.00, time/task: 0m26s
epoch [2/5][1105/2200], train loss: 0.2420460, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1106/2200], train loss: 0.3605762, frame_acc: 75.00, time/task: 0m01s
epoch [2/5][1107/2200], train loss: 1.7278228, frame_acc: 75.00, time/task: 0m02s
epoch [2/5][1108/2200], train loss: 0.0032907, frame_acc: 100.00, time/task: 0m14s
epoch [2/5][1109/2200], train loss: 0.0015955, frame_acc: 100.00, time/task: 0m05s
epoch [2/5][1110/2200], train loss: 2.6418955, frame_acc: 100.00, time/task: 0m06s
epoch [2/5][1111/2200], train loss: 0.9113414, frame_acc: 100.00, time/task: 0m06s
epoch [2/5][1112/2200], train loss: 3.2527380, frame_acc: 75.00, time/task: 0m06s
epoch [2/5][1113/2200], train loss: 39.3720016, frame_acc: 100.00, time/task: 0m20s
epoch [2/5][1114/2200], train loss: 0.3644863, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1115/2200], train loss: 0.8167736, frame_acc: 100.00, time/task: 0m12s
epoch [2/5][1116/2200], train loss: 0.0753786, frame_acc: 100.00, time/task: 0m05s
epoch [2/5][1117/2200], train loss: 0.0005348, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1118/2200], train loss: 2.3043075, frame_acc: 100.00, time/task: 0m06s
epoch [2/5][1119/2200], train loss: 0.0043566, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1120/2200], train loss: 0.9270973, frame_acc: 75.00, time/task: 0m01s
epoch [2/5][1121/2200], train loss: 0.9757865, frame_acc: 100.00, time/task: 0m07s
epoch [2/5][1122/2200], train loss: 1.5558325, frame_acc: 75.00, time/task: 0m06s
epoch [2/5][1123/2200], train loss: 2.5625954, frame_acc: 100.00, time/task: 0m10s
epoch [2/5][1124/2200], train loss: 0.0036355, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1125/2200], train loss: 0.0872859, frame_acc: 100.00, time/task: 0m06s
epoch [2/5][1126/2200], train loss: 0.1500747, frame_acc: 100.00, time/task: 0m03s
epoch [2/5][1127/2200], train loss: 0.2340330, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1128/2200], train loss: 0.1595537, frame_acc: 100.00, time/task: 0m02s
epoch [2/5][1129/2200], train loss: 0.0927825, frame_acc: 100.00, time/task: 0m15s
epoch [2/5][1130/2200], train loss: 0.0008105, frame_acc: 100.00, time/task: 0m01s
epoch [2/5][1131/2200], train loss: 0.0045435, frame_acc: 100.00, time/task: 0m01s
